Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Log_MonthlyIncome
39,0,141,3,3,3,44,4,2,2,18767,9,15,3,3,1,12,3,1,8,3,3,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.762489547371581
56,0,832,9,3,3,81,3,4,4,20420,7,11,3,3,0,30,1,2,10,7,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,9.315060682746585
40,0,804,2,1,4,86,2,1,4,22929,0,20,4,4,0,5,2,2,4,2,2,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7.759187438507795
27,0,975,7,3,4,55,2,2,1,23398,8,19,3,1,0,9,2,1,7,6,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.826441041782578
29,0,1090,10,3,4,83,3,1,2,17967,1,14,3,4,2,2,2,3,2,2,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7.739794458408701
53,0,346,6,3,4,86,3,2,4,10919,2,17,3,4,0,19,4,3,2,2,2,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.804251383528112
35,0,1225,2,4,4,61,3,2,1,4761,2,11,3,1,1,16,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.535818655539403
32,0,430,24,4,1,80,3,2,4,21146,1,15,3,4,2,10,2,3,10,8,4,7,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.577347114235984
38,0,268,2,5,4,92,3,1,3,20471,6,13,3,2,1,6,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,8.025516386489008
34,0,167,8,5,2,32,3,2,1,4187,3,14,3,3,1,7,3,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.541300266759471
52,0,621,3,4,3,31,2,4,1,10084,1,11,3,1,0,34,3,4,34,6,1,16,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9.732521279780308
33,1,527,1,4,4,63,3,1,4,5207,1,13,3,3,0,10,2,2,10,9,7,8,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,7.8961806086154915
25,0,883,26,1,3,32,3,2,4,22807,1,23,4,2,0,6,5,2,6,5,1,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.729235349659273
45,0,954,2,2,2,46,1,2,3,12388,0,13,3,1,0,9,3,3,8,7,3,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,8.799812469525556
23,0,310,10,1,1,79,4,1,3,19630,1,18,3,4,0,2,3,3,2,2,0,2,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.16223106548118
47,1,719,27,2,2,77,4,2,3,10339,4,12,3,4,0,8,2,3,5,4,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,8.763740720509464
34,0,304,2,3,4,60,3,2,4,18686,1,22,4,3,0,6,5,3,6,5,1,4,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,8.744328763999984
55,1,725,2,3,4,78,3,5,1,21199,5,13,3,4,1,24,2,3,5,2,1,4,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,9.896462937599164
36,0,1434,8,4,1,76,2,3,1,14229,1,15,3,2,0,10,1,3,10,7,0,9,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.934323331054905
52,0,715,19,4,4,41,3,1,4,26589,0,18,3,1,1,5,3,3,4,3,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,8.356789669923213
26,0,575,1,2,1,71,1,1,4,5288,3,14,3,1,1,5,2,3,2,2,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.381373468273702
29,0,657,27,3,2,66,3,2,3,25549,4,12,3,1,1,11,3,2,8,7,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.374707543119483
26,1,1146,8,3,4,38,2,2,1,3064,6,17,3,3,0,6,2,2,4,3,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,8.580543506917
34,0,182,1,4,2,72,4,1,4,13551,2,16,3,3,0,10,2,3,4,2,1,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.0959035329611
54,0,376,19,4,4,95,3,2,1,22670,9,11,3,2,2,9,4,3,5,3,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8.60995467149755
27,0,829,8,1,3,84,3,2,4,24008,0,19,3,2,1,5,3,3,4,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.376320632534823
37,0,571,10,1,4,82,3,1,1,19905,0,13,3,2,2,6,3,2,5,3,4,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.931284761525891
38,0,240,2,4,1,75,4,2,1,26085,6,12,3,4,0,17,2,3,15,7,4,12,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8.696343057044556
34,0,121,2,4,3,86,2,1,1,7530,1,11,3,3,0,6,3,3,6,5,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8.385260520155413
35,0,384,8,4,1,72,3,1,4,20317,1,16,3,2,1,3,1,2,3,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.8528278122817445
30,0,921,1,3,4,38,1,1,3,24375,3,21,4,3,2,7,2,3,2,2,0,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.251663923605589
40,0,791,2,2,3,38,4,2,2,9931,1,24,4,4,1,8,2,3,8,7,3,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.353497098745448
34,0,1111,8,2,3,93,3,2,1,13305,5,17,3,2,1,6,1,3,3,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.77971129020447
42,0,570,8,3,2,66,3,5,4,16225,1,13,3,2,1,24,4,2,24,7,14,9,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.821789308551622
23,1,1243,6,3,3,63,4,1,1,3445,1,21,4,3,2,1,2,3,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7.379008127628304
24,0,1092,9,3,3,60,2,1,2,26551,1,11,3,3,3,1,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.899153483343097
52,0,1325,11,4,4,82,3,2,3,21821,8,20,4,2,1,9,3,3,5,2,1,4,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8.055157731819678
50,0,691,2,3,3,64,3,4,3,6881,5,16,3,4,0,30,3,3,4,3,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.777924329560783
29,1,805,1,2,2,36,2,1,1,6689,1,11,3,4,1,1,1,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,7.749322464660356
33,0,213,7,3,3,49,3,3,3,25995,0,11,3,4,0,14,3,4,13,9,3,7,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.366660126231137
33,1,118,16,3,1,69,3,2,1,26507,5,15,3,3,0,6,3,3,3,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.580167990577626
47,0,202,2,2,3,33,3,4,4,12982,1,11,3,3,1,26,3,2,26,14,3,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,9.726332625693532
36,0,676,1,3,3,35,3,2,2,23361,0,15,3,1,1,10,2,3,9,7,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,8.56197533418813
29,0,1252,23,2,3,81,4,1,3,23779,1,24,4,3,1,10,3,3,10,7,0,7,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.901377353792616
58,1,286,2,4,4,31,3,5,2,25761,7,12,3,4,0,40,2,3,31,15,13,8,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,9.865110483415124
35,0,1258,1,4,4,40,4,1,3,13301,3,13,3,3,0,7,0,3,2,2,2,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.826842098158293
42,0,932,1,2,4,43,2,2,4,4051,9,13,3,4,1,8,4,3,4,3,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8.70996000607173
28,1,890,2,4,3,46,3,1,3,16374,6,17,3,4,0,5,3,2,2,2,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.38548870041881
36,0,1041,13,3,3,36,3,1,2,25527,4,13,3,2,1,8,2,3,5,2,0,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7.670428522190693
32,0,859,4,3,3,98,2,2,3,19124,1,12,3,3,1,14,3,3,14,13,6,8,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,8.726318950962243
40,0,720,16,4,1,51,2,2,3,11983,6,14,3,4,0,10,6,3,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,8.536014945656826
30,0,946,2,3,3,52,2,2,4,20234,5,24,4,2,0,12,4,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,8.83608319099221
45,0,252,2,3,2,95,2,1,3,6153,1,14,3,4,0,1,3,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.729735331385051
42,0,933,29,3,2,98,3,2,2,11806,1,13,3,4,1,10,3,2,9,8,7,8,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8.39728289474368
38,0,471,12,3,1,45,2,2,1,4284,2,15,3,3,1,13,3,2,4,3,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.746557354543503
34,0,702,16,4,3,100,2,1,4,8306,1,16,3,3,0,6,3,3,5,2,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.845416036592485
49,1,1184,11,3,3,43,3,3,4,5860,1,18,3,1,2,9,3,4,9,8,7,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.943114308091785
55,1,436,2,1,3,37,3,2,4,21519,4,16,3,3,0,12,3,2,9,7,7,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.548885638148727
43,0,589,14,2,2,94,3,4,1,5200,6,24,4,3,1,22,3,3,4,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,9.750336373041954
27,0,269,5,1,3,42,2,3,4,8842,1,16,3,2,1,9,3,3,9,8,0,8,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,9.457903327831136
35,0,950,7,3,3,59,3,3,3,18869,3,21,4,2,0,17,3,4,8,5,1,6,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,9.232297539328226
28,0,760,2,4,2,81,3,2,2,3698,1,20,4,1,0,8,2,3,8,7,7,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8.472195825485501
34,0,829,3,2,3,88,3,1,4,2243,0,19,3,3,1,4,1,1,3,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8.226305988015508
26,1,887,5,2,3,88,2,1,3,20898,1,14,3,1,1,8,2,3,8,7,1,7,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,7.769378609513984
27,0,443,3,3,4,50,3,1,4,16571,1,11,3,3,3,0,6,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.442492722794441
51,0,1318,26,4,1,66,3,4,3,5594,2,14,3,3,1,29,2,2,20,6,4,17,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,9.699411063939143
44,0,625,4,3,4,50,3,2,2,5197,9,12,3,4,0,10,2,2,5,2,2,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,8.688453800850768
25,0,180,2,1,1,65,4,1,1,21632,7,13,3,3,0,6,3,2,4,3,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,8.138856750696325
33,0,586,1,3,1,48,4,2,1,21816,1,22,4,1,1,9,5,3,9,8,0,8,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.303504798872783
35,0,1343,27,1,3,53,2,1,1,17852,1,11,3,4,0,6,3,2,6,5,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.847762537473608
36,0,928,1,2,2,56,3,2,4,2823,1,14,3,4,1,18,1,2,18,14,4,11,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,8.732627099660395
32,0,117,13,4,2,73,3,2,4,9250,2,11,3,3,1,8,3,2,5,2,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.390268497842571
30,0,1012,5,4,2,75,2,1,4,2373,9,12,3,2,1,10,3,2,5,4,0,3,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8.232706009860976
53,0,661,7,2,1,78,2,3,4,20715,7,18,3,4,1,35,3,3,5,2,0,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,9.299723933110869
45,0,930,9,3,4,74,3,3,1,19239,4,12,3,3,1,18,2,3,5,4,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,9.283776690049365
32,0,638,8,2,3,91,4,2,3,22162,5,12,3,3,1,9,3,2,5,3,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8.551787836180736
52,0,890,25,4,3,81,2,4,4,19028,3,22,4,3,0,31,3,3,9,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,9.534378481388618
37,0,342,16,4,4,66,2,2,3,24558,4,19,3,4,2,9,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8.75384509275524
28,0,1169,8,2,2,63,2,1,4,23965,1,13,3,4,1,6,6,3,5,1,0,4,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8.504513138258863
22,0,1230,1,2,4,33,2,2,4,19146,6,22,4,1,2,4,2,1,2,2,2,2,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,8.471358655072438
44,0,986,8,4,1,62,4,1,4,5044,2,24,4,3,1,10,2,2,3,2,0,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7.9441374911141125
42,0,1271,2,1,2,35,3,1,4,9068,5,14,3,4,0,8,2,3,2,1,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,7.830425617820331
36,0,1278,8,3,1,77,2,1,1,8635,0,21,4,3,0,6,3,3,5,4,0,3,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7.759187438507795
25,0,141,3,1,3,98,3,2,1,14363,1,18,3,4,0,5,3,3,5,3,0,3,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,8.341648618901306
35,0,607,9,3,4,66,2,3,3,23457,1,20,4,2,1,17,2,3,17,14,5,15,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9.276689752517717
35,1,130,25,4,4,96,3,1,2,16612,1,19,3,1,1,10,3,2,10,2,7,8,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7.612336837167746
32,0,300,1,3,4,61,3,1,4,9148,0,12,3,2,1,4,2,3,3,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.747164966520335
25,0,583,4,1,3,87,2,2,1,18154,1,12,3,1,0,5,1,4,5,2,0,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.356319965828153
49,0,1418,1,3,3,36,3,1,1,10554,2,16,3,2,1,7,2,3,4,2,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,8.183397369998433
24,0,1269,4,1,1,46,2,1,4,10778,0,17,3,4,0,6,2,2,5,2,3,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,8.059276223305648
32,0,379,5,2,2,48,3,2,2,8891,1,14,3,4,1,10,3,3,10,8,5,3,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8.783396232190894
38,0,395,9,3,2,98,2,1,2,12102,0,19,3,4,1,3,3,3,2,2,1,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7.9724660159745655
42,0,1265,3,3,3,95,4,2,4,23726,2,13,3,2,1,17,1,2,5,3,1,3,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,8.562548893137034
31,0,1222,11,4,4,48,3,1,4,14871,3,19,3,2,1,8,2,3,6,4,0,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,7.7651449029361315
29,1,341,1,3,2,48,2,1,3,23522,6,19,3,3,3,5,3,3,3,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7.937731775260109
53,0,868,8,3,1,73,3,4,4,22789,5,14,3,3,1,28,3,3,2,0,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,9.378985497953893
35,0,672,25,3,4,78,2,3,2,9129,3,16,3,1,0,16,2,3,13,10,4,8,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,9.296884973376368
37,0,1231,21,2,3,54,3,1,4,21222,5,15,3,2,1,10,3,3,5,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7.9976631270201
53,0,102,23,4,4,72,3,4,4,20206,6,18,3,3,0,33,0,3,12,9,3,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,9.566335084610051
43,0,422,1,3,4,33,3,2,4,21782,4,13,3,2,1,12,2,2,5,2,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8.623892810075294
47,0,249,2,2,3,35,3,2,4,17783,0,22,4,1,1,8,2,3,7,6,7,7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8.420241665339788
37,0,1252,19,2,1,32,3,3,2,4814,1,13,3,4,0,10,2,3,10,0,0,9,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,8.941545475242885
50,0,881,2,4,1,98,3,4,1,4544,1,11,3,4,1,31,3,3,31,6,14,7,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,9.793951665467821
39,0,1383,2,3,4,42,2,2,4,7790,8,11,3,3,2,13,2,3,5,4,0,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,8.557374981049069
33,0,1075,3,2,4,57,3,1,2,22650,3,11,3,3,1,7,4,4,4,3,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,7.731053144007127
32,1,374,25,4,1,87,3,1,4,18016,1,24,4,3,0,1,2,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,7.935945103353701
29,0,1086,7,1,1,62,2,1,4,6054,6,14,3,3,3,8,5,3,4,3,0,3,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.837159650001675
44,0,661,9,2,2,61,3,1,1,7508,1,13,3,4,0,8,0,3,8,7,7,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,7.847762537473608
28,0,821,5,4,1,98,3,2,4,24252,1,14,3,2,0,4,3,3,4,2,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.498825534058053
58,1,781,2,1,4,57,2,1,4,13384,9,14,3,4,1,3,3,2,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7.7752758464868625
43,0,177,8,3,1,55,3,2,2,23814,4,21,4,3,1,4,2,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8.469262657658687
20,1,500,2,3,3,49,2,1,3,22052,1,13,3,4,0,2,3,2,2,2,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7.623153068476902
21,1,1427,18,1,4,65,3,1,4,8870,1,19,3,1,0,1,3,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7.898782356970309
36,0,1425,14,1,3,68,3,2,4,4821,0,17,3,1,1,17,2,2,16,8,4,11,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,8.792853288640693
47,0,1454,2,4,4,65,2,1,4,13137,1,18,3,1,0,3,3,2,3,2,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8.100161446936607
22,1,617,3,1,2,34,3,2,3,10022,0,19,3,1,1,4,3,4,3,2,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,8.336150816120663
41,1,1085,2,4,2,57,1,1,4,17725,4,13,3,3,1,10,1,2,7,7,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7.929846429742503
28,0,995,9,3,3,77,3,1,3,9834,5,18,3,2,1,6,2,3,2,2,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7.774015077250727
39,1,1122,6,3,4,70,3,1,1,4303,7,21,4,4,0,8,2,1,2,2,2,2,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,7.785305182539862
27,0,618,4,3,2,76,3,1,3,17808,1,19,3,3,0,1,2,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,7.7488913372555315
34,0,546,10,3,2,83,3,1,2,6896,1,14,3,2,2,1,3,3,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,7.605392364814935
42,0,462,14,2,3,68,2,2,3,7824,7,17,3,1,0,10,6,3,5,4,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8.739536422559677
33,0,1198,1,4,3,100,2,1,1,3339,3,11,3,2,0,6,1,3,3,2,0,2,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,7.937374696163295
58,0,1272,5,3,3,37,2,3,2,9255,2,13,3,4,1,24,3,3,6,0,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9.26416545867109
31,0,154,7,4,2,41,2,1,3,11737,3,15,3,2,0,13,2,4,7,7,5,2,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,7.753623546559746
35,0,1137,21,1,4,51,3,2,4,19170,1,25,4,4,1,10,2,1,10,6,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8.297792626380861
49,0,527,8,2,1,51,3,3,2,22477,4,11,3,3,1,29,3,2,26,9,1,7,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,8.909775673693389
48,0,1469,20,4,4,51,3,1,3,5543,4,17,3,1,2,13,2,2,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,7.723120092266331
31,0,1188,20,2,4,45,3,2,3,24406,1,13,3,4,1,9,2,2,9,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.84404789894249
36,0,188,7,4,2,65,3,1,4,23293,2,18,3,3,0,8,6,3,6,2,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,8.450839690866216
38,0,1333,1,3,4,80,3,3,1,16292,1,13,3,2,1,15,3,3,15,12,5,11,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,9.51657428982249
32,0,1184,1,3,3,70,2,1,2,3974,6,20,4,3,0,5,3,3,3,0,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,7.75491027202143
25,1,867,19,2,3,36,2,1,2,18798,1,18,3,3,3,1,2,3,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,7.789040401657477
40,0,658,10,4,1,67,2,3,2,20652,2,12,3,2,1,11,2,2,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,9.18049952996516
26,0,1283,1,3,3,52,2,2,1,11148,1,12,3,2,0,7,2,3,7,7,0,7,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8.365206834418355
41,0,263,6,3,4,59,3,1,1,3119,2,13,3,3,0,20,3,3,18,13,2,17,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,8.459987717645458
36,0,938,2,4,3,79,3,1,3,12287,4,21,4,3,0,16,6,3,11,8,3,9,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,7.832014180505469
19,1,419,21,3,4,37,2,1,2,9947,1,13,3,2,0,1,3,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,7.660114319173928
20,1,129,4,3,1,84,3,1,1,13008,1,19,3,2,0,1,2,3,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,7.9976631270201
