Attrition,Age,MonthlyIncome,DistanceFromHome,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,NumCompaniesWorked,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,StockOptionLevel,JobRole,OverTime,BusinessTravel,Department,MaritalStatus,EducationField
No,45,4477,7,7,3,2,2,0,4,1,3,3,3,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,37,6474,1,14,14,8,11,3,1,2,2,4,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,20,3033,3,2,2,2,2,1,1,1,2,3,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
Yes,44,2936,10,6,6,4,2,0,1,1,3,3,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,53,18606,7,26,7,7,7,4,3,5,3,3,3,1,Manager,No,Travel_Rarely,Research & Development,Divorced,Medical
No,29,2168,15,6,5,4,3,1,0,1,1,4,3,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,22,2853,3,1,0,0,0,0,0,1,2,4,3,1,Research Scientist,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
No,46,17048,2,28,26,15,9,15,8,4,3,1,4,0,Manager,No,Travel_Rarely,Sales,Married,Marketing
No,44,2290,17,6,0,0,0,0,2,1,1,3,3,0,Research Scientist,No,Non-Travel,Research & Development,Single,Life Sciences
No,33,3600,2,5,5,4,4,1,1,1,3,3,3,1,Human Resources,No,Travel_Rarely,Human Resources,Married,Human Resources
Yes,41,2107,5,5,1,0,0,0,6,1,2,1,3,1,Research Scientist,No,Non-Travel,Research & Development,Divorced,Life Sciences
No,30,4115,29,8,4,3,3,0,8,2,3,1,3,3,Sales Executive,No,Travel_Rarely,Sales,Divorced,Life Sciences
No,40,4327,2,5,0,0,0,0,5,2,3,2,3,3,Sales Executive,No,Travel_Frequently,Sales,Married,Medical
No,50,17856,2,32,2,2,2,2,2,4,3,1,4,1,Manager,No,Travel_Frequently,Research & Development,Married,Medical
No,28,3196,19,6,6,5,3,3,1,1,2,1,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,46,19081,15,25,4,2,3,0,5,5,3,2,3,1,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,35,8966,17,15,7,7,7,1,3,2,3,1,3,3,Sales Executive,Yes,Travel_Rarely,Sales,Married,Life Sciences
Yes,24,2210,17,1,1,0,0,0,1,1,3,2,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,33,4539,25,10,10,7,1,0,1,2,3,3,3,1,Sales Executive,No,Travel_Frequently,Sales,Married,Medical
No,36,2741,6,7,7,7,7,1,1,1,1,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,30,3491,7,10,10,7,9,8,1,2,3,3,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,44,4541,29,20,20,11,17,13,1,2,3,4,4,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Other
No,20,2678,21,2,2,1,2,2,1,1,4,4,3,0,Sales Representative,No,Travel_Rarely,Sales,Single,Marketing
No,46,7379,2,12,6,3,4,1,2,2,3,4,3,1,Manufacturing Director,No,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,42,6272,2,10,4,3,3,0,7,2,4,1,3,1,Human Resources,No,Non-Travel,Human Resources,Married,Medical
No,60,5220,7,12,11,7,9,1,0,2,4,4,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Marketing
No,32,2743,13,2,2,2,2,2,1,1,2,2,4,1,Laboratory Technician,No,Travel_Frequently,Research & Development,Married,Other
No,32,4998,2,10,8,7,7,0,4,2,3,3,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Single,Life Sciences
No,36,10252,1,17,7,7,7,7,2,3,1,1,4,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,33,2781,9,15,14,10,10,4,0,1,3,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Medical
No,40,6852,10,7,5,1,3,1,7,2,2,2,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Technical Degree
No,25,4950,10,5,4,3,1,1,0,2,3,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
No,30,3579,1,12,11,9,7,5,0,1,3,2,4,1,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,42,13191,26,20,1,0,0,0,3,3,3,1,3,0,Research Director,Yes,Travel_Frequently,Research & Development,Married,Medical
No,35,10377,8,16,13,2,12,4,4,3,2,4,3,1,Sales Executive,Yes,Non-Travel,Sales,Married,Marketing
No,27,2235,14,9,9,7,8,6,1,1,3,1,3,2,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,54,10502,1,33,5,4,4,1,7,3,3,3,3,1,Manufacturing Director,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,44,2011,2,10,10,5,7,7,1,1,4,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,19,1859,10,1,1,1,0,0,1,1,2,2,4,0,Research Scientist,Yes,Non-Travel,Research & Development,Single,Medical
No,29,3760,1,3,3,2,2,1,1,1,3,4,3,3,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,54,17779,3,36,10,9,9,0,3,4,3,4,3,0,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,31,6833,11,6,6,5,1,0,1,2,3,1,3,0,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Medical
No,31,6812,24,10,10,9,8,1,1,2,2,1,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Medical
No,59,5171,3,13,6,1,5,0,5,2,2,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Life Sciences
No,43,19740,3,25,8,7,7,0,3,5,1,4,3,1,Research Director,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,49,18711,4,23,1,0,0,0,2,5,2,3,3,1,Manager,No,Travel_Rarely,Research & Development,Married,Medical
No,36,3692,3,12,11,10,7,0,1,1,3,2,3,0,Research Scientist,No,Travel_Frequently,Research & Development,Married,Technical Degree
No,48,2559,2,7,1,0,0,0,5,1,4,2,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,27,2517,4,5,5,3,3,0,1,1,3,3,3,3,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,29,6623,7,6,6,0,0,1,1,2,3,4,3,2,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,48,18265,1,25,1,0,0,0,6,5,2,4,3,0,Research Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,29,16124,1,9,7,7,7,1,3,4,2,4,3,2,Research Director,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,34,2585,20,2,1,0,0,0,0,1,4,3,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,44,18213,5,26,22,9,10,3,7,5,3,2,3,1,Manager,No,Travel_Rarely,Sales,Married,Marketing
No,33,8380,10,10,9,8,8,0,0,3,4,3,3,2,Sales Executive,Yes,Travel_Rarely,Sales,Divorced,Marketing
No,19,2994,25,1,1,0,1,0,1,1,4,4,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,23,1223,1,1,1,0,1,0,1,1,3,3,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,25,1118,24,1,1,0,0,1,1,1,1,4,3,0,Sales Representative,Yes,Travel_Frequently,Sales,Single,Life Sciences
No,26,2875,4,8,8,5,2,2,1,1,3,4,4,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
Yes,45,18824,2,26,24,10,11,1,2,5,1,2,3,0,Manager,Yes,Travel_Rarely,Sales,Single,Marketing
No,55,13577,8,34,33,9,0,15,1,4,2,2,3,1,Healthcare Representative,Yes,Non-Travel,Research & Development,Divorced,Medical
Yes,21,2625,10,2,2,2,2,2,1,1,2,3,4,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Life Sciences
No,46,18789,4,26,11,4,8,0,2,5,2,2,3,1,Manager,No,Travel_Rarely,Sales,Married,Marketing
No,34,4538,2,4,3,2,2,0,0,2,3,1,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Marketing
No,51,19847,9,31,29,10,10,11,4,5,3,2,4,1,Manager,Yes,Travel_Frequently,Sales,Divorced,Life Sciences
No,59,10512,18,25,9,7,4,5,6,3,3,4,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Medical
No,34,4444,19,15,11,8,10,5,4,2,3,2,3,2,Laboratory Technician,No,Travel_Frequently,Research & Development,Divorced,Medical
No,28,2154,1,5,4,2,2,0,0,1,3,3,3,0,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Single,Medical
No,44,19190,4,26,25,9,13,14,1,5,4,1,3,2,Manager,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,34,4490,11,14,10,9,8,1,4,2,2,2,3,2,Human Resources,No,Travel_Frequently,Human Resources,Married,Life Sciences
No,35,3506,6,4,3,2,2,2,0,1,3,3,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,42,2372,7,18,1,0,0,0,6,2,4,2,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,43,10231,4,23,21,7,17,15,3,3,2,4,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Marketing
No,36,5410,2,18,16,14,12,5,9,2,3,2,3,0,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
Yes,44,7978,15,10,10,7,5,0,1,3,3,4,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Medical
No,28,3867,2,2,2,2,2,2,1,1,2,4,3,1,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
No,51,2838,6,8,7,0,7,7,0,1,2,3,3,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Medical
No,30,4695,9,10,8,4,7,1,7,2,3,3,3,0,Manufacturing Director,Yes,Non-Travel,Research & Development,Single,Medical
Yes,29,3339,7,10,7,7,7,7,3,1,3,3,3,2,Laboratory Technician,Yes,Travel_Rarely,Research & Development,Divorced,Technical Degree
No,28,2080,1,5,3,2,2,1,2,1,3,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,25,2096,1,2,2,2,1,2,1,1,3,2,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,32,6209,8,10,10,7,8,0,1,2,4,4,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Medical
No,45,18061,25,22,0,0,0,0,3,5,3,2,4,0,Manager,No,Travel_Frequently,Research & Development,Single,Medical
No,39,17123,13,21,19,9,2,15,6,4,2,2,3,2,Manager,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,58,2372,23,2,2,2,2,2,1,1,3,3,3,2,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
Yes,32,4883,7,10,10,4,1,1,1,2,3,3,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,39,3904,23,6,5,2,3,0,0,1,3,1,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,30,4627,6,10,9,2,7,6,0,2,2,4,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,36,7094,10,10,7,7,7,1,3,3,3,3,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,46,3423,1,10,7,6,7,5,6,1,3,1,3,0,Human Resources,No,Travel_Rarely,Human Resources,Single,Life Sciences
No,28,6674,1,10,9,8,5,7,0,2,1,4,3,3,Laboratory Technician,No,Non-Travel,Research & Development,Married,Life Sciences
No,50,16880,28,25,3,2,2,1,4,4,3,1,3,0,Research Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
Yes,40,9094,25,9,5,4,0,1,2,3,2,2,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Marketing
Yes,52,8446,5,10,8,7,7,7,9,3,3,2,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Life Sciences
No,30,11916,17,9,9,1,8,0,1,3,3,1,4,2,Manager,Yes,Travel_Rarely,Research & Development,Married,Medical
No,39,4534,18,9,8,7,7,1,0,2,3,3,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,31,9852,2,10,10,8,6,9,1,3,3,3,3,1,Sales Executive,Yes,Non-Travel,Sales,Divorced,Life Sciences
No,41,6151,10,19,19,2,9,11,1,2,1,2,3,0,Sales Executive,No,Non-Travel,Sales,Single,Medical
Yes,31,2302,1,3,3,2,2,2,1,1,3,2,3,0,Sales Representative,Yes,Travel_Frequently,Sales,Single,Life Sciences
Yes,44,2362,3,10,3,2,2,1,4,1,3,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,42,17861,2,21,20,8,10,2,0,4,3,3,3,0,Manager,Yes,Non-Travel,Research & Development,Married,Life Sciences
No,55,19187,2,23,19,9,11,9,4,5,1,3,3,1,Manager,No,Travel_Rarely,Research & Development,Married,Medical
No,56,19717,8,36,7,3,7,7,6,5,3,2,3,0,Manager,No,Travel_Rarely,Human Resources,Single,Life Sciences
No,40,3544,16,6,4,2,0,0,9,1,3,3,3,1,Research Scientist,No,Non-Travel,Research & Development,Divorced,Life Sciences
No,34,8500,9,10,9,7,6,1,0,3,3,4,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,40,4661,2,9,9,8,8,8,1,2,3,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,41,4103,1,10,9,3,7,1,0,2,3,1,3,1,Sales Executive,No,Travel_Frequently,Sales,Divorced,Marketing
No,35,4249,4,9,9,6,1,1,1,2,3,3,3,0,Research Scientist,Yes,Travel_Frequently,Research & Development,Single,Life Sciences
No,51,14026,5,33,33,9,10,0,1,4,3,2,3,1,Manager,Yes,Travel_Rarely,Human Resources,Divorced,Life Sciences
No,38,6893,2,11,7,7,7,1,3,2,3,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Life Sciences
No,34,6125,15,10,10,8,6,9,1,2,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,25,3669,19,7,3,2,2,1,3,1,3,4,3,3,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
Yes,58,10008,7,31,10,9,9,5,7,3,2,1,3,0,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Medical
No,40,2387,1,7,4,2,3,0,3,1,3,2,4,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,36,4639,7,17,15,7,13,6,2,2,4,1,3,1,Sales Executive,No,Travel_Frequently,Sales,Married,Marketing
No,48,7898,4,11,10,9,8,0,1,3,3,4,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,27,2534,11,5,1,0,0,0,8,1,4,4,3,1,Sales Representative,No,Travel_Rarely,Sales,Married,Medical
No,51,13142,11,29,5,2,3,0,3,4,2,2,3,0,Manufacturing Director,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,18,1611,1,0,0,0,0,0,1,1,3,4,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Life Sciences
No,35,5363,1,10,9,7,0,0,0,2,2,4,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,27,5071,2,8,6,2,0,0,3,2,1,4,4,0,Sales Executive,No,Travel_Frequently,Sales,Single,Life Sciences
Yes,55,13695,13,24,19,7,8,3,6,4,4,3,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Marketing
No,56,13402,23,33,19,16,9,15,4,4,3,2,3,1,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,34,2029,26,5,5,4,0,0,1,1,2,3,4,3,Research Scientist,No,Non-Travel,Research & Development,Divorced,Technical Degree
No,40,6377,2,15,12,11,8,11,5,2,4,3,4,3,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Medical
No,34,5429,29,10,8,7,7,7,4,2,3,3,3,2,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
Yes,31,2785,2,3,1,0,0,0,7,1,2,4,3,0,Sales Representative,No,Travel_Frequently,Sales,Single,Life Sciences
Yes,35,4614,18,5,4,2,2,3,0,2,3,3,3,1,Sales Executive,Yes,Travel_Frequently,Sales,Married,Marketing
No,38,2610,7,4,4,2,3,0,1,1,4,3,3,3,Research Scientist,No,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,34,6687,2,14,14,11,11,4,1,2,3,4,3,0,Healthcare Representative,No,Travel_Rarely,Research & Development,Single,Technical Degree
No,28,4724,26,5,5,3,4,0,1,2,2,1,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
Yes,31,6179,22,10,10,2,7,6,1,2,3,3,3,2,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Medical
No,39,6120,21,8,5,4,4,1,3,2,2,4,3,2,Sales Executive,Yes,Travel_Rarely,Sales,Married,Life Sciences
No,51,10596,2,14,4,2,2,3,2,3,3,2,3,0,Sales Executive,No,Travel_Frequently,Sales,Married,Marketing
No,41,5467,22,12,6,2,3,3,3,2,3,4,3,2,Research Scientist,Yes,Travel_Frequently,Research & Development,Divorced,Life Sciences
No,37,2996,4,8,6,4,3,1,7,1,3,3,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,33,9998,5,8,5,4,2,1,6,2,3,4,3,0,Sales Executive,No,Travel_Frequently,Sales,Married,Life Sciences
No,32,4078,2,4,3,2,2,1,0,2,3,2,3,3,Sales Executive,Yes,Travel_Rarely,Sales,Married,Marketing
No,39,10920,25,13,6,4,5,0,3,3,3,3,4,1,Healthcare Representative,No,Non-Travel,Research & Development,Married,Life Sciences
No,25,6232,18,6,3,2,2,1,2,2,4,3,3,0,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,52,13247,28,24,5,3,2,0,2,4,4,3,3,1,Manufacturing Director,Yes,Travel_Frequently,Research & Development,Married,Medical
No,43,4081,6,20,20,7,8,1,1,2,2,3,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Medical
No,27,5769,10,6,6,2,4,4,1,2,2,4,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Married,Marketing
Yes,27,2394,17,8,8,2,7,7,1,1,3,3,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Single,Life Sciences
No,26,3904,2,5,4,3,1,1,0,1,2,4,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Medical
No,42,16799,10,21,20,7,9,0,0,4,3,1,3,1,Manager,No,Travel_Rarely,Human Resources,Married,Human Resources
No,52,2950,8,12,5,4,4,0,9,1,3,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Other
No,37,3629,11,8,3,2,2,0,4,1,3,3,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Medical
No,35,9362,18,10,2,2,2,2,2,3,3,4,3,0,Manufacturing Director,No,Travel_Frequently,Research & Development,Single,Life Sciences
No,25,3229,1,7,3,2,2,0,4,1,3,4,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,26,3578,7,8,7,7,7,0,0,1,4,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Other
No,29,7988,17,10,10,9,9,0,1,3,2,1,3,0,Human Resources,No,Travel_Rarely,Human Resources,Single,Other
Yes,49,4284,28,20,4,3,3,1,3,2,2,1,4,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Life Sciences
Yes,29,7553,14,9,8,7,7,7,0,3,3,4,3,0,Healthcare Representative,Yes,Travel_Frequently,Research & Development,Single,Other
No,54,17328,1,29,20,7,7,12,6,4,3,4,3,0,Research Director,No,Travel_Rarely,Research & Development,Single,Medical
No,58,19701,1,32,9,8,5,1,3,5,3,1,4,1,Research Director,Yes,Travel_Rarely,Research & Development,Married,Medical
No,55,14732,1,31,7,7,0,0,2,4,4,4,3,2,Research Director,No,Travel_Rarely,Research & Development,Divorced,Medical
No,36,9278,3,15,5,4,1,0,3,2,3,2,3,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Marketing
Yes,31,1359,1,1,1,0,0,0,1,1,1,3,3,0,Sales Representative,No,Travel_Frequently,Sales,Single,Life Sciences
No,30,4779,7,8,3,2,2,0,7,2,3,1,3,2,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
No,31,16422,8,9,3,2,0,1,3,4,3,2,3,0,Research Director,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,34,2996,1,10,4,3,3,1,5,1,3,1,3,2,Research Scientist,No,Travel_Frequently,Research & Development,Divorced,Other
Yes,31,1261,8,1,1,0,0,0,1,1,2,2,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,27,2099,11,6,5,0,4,1,0,1,3,1,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,36,5810,4,10,10,4,8,1,1,2,2,4,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,36,5647,16,11,3,2,2,0,4,2,2,1,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,47,3420,1,17,6,5,2,1,7,1,3,4,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Technical Degree
Yes,25,4400,9,6,3,2,2,2,3,1,2,1,3,0,Sales Representative,No,Travel_Rarely,Sales,Married,Life Sciences
No,37,3500,5,7,6,5,3,1,0,1,4,3,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Technical Degree
No,56,2066,1,5,3,2,0,1,2,1,3,1,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,47,17169,2,26,20,17,6,5,3,4,3,3,3,2,Research Director,No,Travel_Rarely,Research & Development,Married,Medical
No,24,4162,4,5,5,4,3,0,1,2,3,3,3,2,Sales Executive,Yes,Travel_Rarely,Sales,Married,Medical
No,32,9204,7,7,4,3,3,0,4,2,3,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Married,Marketing
No,34,3294,1,7,5,4,2,0,5,1,2,2,3,1,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,41,2127,5,7,4,2,3,0,2,1,4,3,3,0,Research Scientist,Yes,Travel_Rarely,Research & Development,Married,Medical
No,40,3975,9,11,8,7,7,0,3,2,3,3,3,2,Laboratory Technician,No,Non-Travel,Research & Development,Divorced,Other
No,31,10793,8,13,13,7,9,9,1,3,3,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Life Sciences
Yes,46,10096,9,28,7,7,3,4,4,3,3,4,3,1,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
Yes,39,3646,2,11,1,0,0,0,2,1,2,1,4,0,Laboratory Technician,Yes,Non-Travel,Research & Development,Single,Life Sciences
Yes,31,7446,1,10,10,8,7,4,1,3,4,2,3,0,Manufacturing Director,No,Travel_Frequently,Research & Development,Single,Life Sciences
No,45,10851,20,24,7,7,7,0,2,3,1,1,3,1,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Divorced,Medical
No,31,2109,8,8,3,2,2,0,9,1,4,2,3,0,Human Resources,No,Travel_Rarely,Human Resources,Single,Medical
Yes,31,3722,2,7,2,2,2,2,6,1,3,4,3,1,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Married,Life Sciences
No,45,9380,29,10,3,1,2,1,4,3,3,4,3,2,Manufacturing Director,Yes,Travel_Rarely,Research & Development,Married,Technical Degree
No,48,5486,7,15,2,2,2,2,4,2,3,1,3,3,Sales Executive,No,Travel_Rarely,Sales,Divorced,Marketing
Yes,34,2742,9,2,2,2,2,2,1,1,3,3,3,0,Human Resources,No,Travel_Rarely,Human Resources,Married,Technical Degree
No,40,13757,8,16,9,8,8,4,2,3,2,2,3,1,Research Director,No,Non-Travel,Research & Development,Divorced,Medical
No,28,8463,5,6,5,4,3,1,0,2,3,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Medical
No,44,3162,5,7,5,2,3,0,3,1,2,3,3,0,Laboratory Technician,No,Non-Travel,Research & Development,Single,Life Sciences
No,53,16598,2,35,9,8,8,8,4,4,4,2,3,0,Research Director,No,Travel_Rarely,Research & Development,Single,Medical
No,49,6651,5,20,3,2,2,1,2,2,3,3,3,1,Healthcare Representative,No,Travel_Rarely,Research & Development,Married,Technical Degree
No,40,2345,2,8,3,1,2,1,2,1,3,3,3,1,Research Scientist,No,Travel_Rarely,Research & Development,Divorced,Medical
No,44,3420,20,6,5,2,3,1,1,1,3,2,3,0,Research Scientist,No,Travel_Rarely,Research & Development,Single,Life Sciences
No,33,4373,7,5,4,3,3,0,0,2,3,1,3,2,Sales Executive,No,Travel_Frequently,Sales,Married,Medical
No,34,4759,3,15,13,9,12,3,3,2,1,1,3,0,Sales Executive,No,Travel_Rarely,Sales,Single,Other
No,30,5301,16,4,2,1,2,2,8,2,3,3,3,2,Sales Executive,No,Travel_Rarely,Sales,Married,Life Sciences
No,42,3673,9,12,12,9,8,5,1,1,3,4,3,0,Laboratory Technician,No,Travel_Frequently,Research & Development,Single,Medical
No,44,4768,1,11,1,0,0,0,7,2,3,3,3,1,Sales Executive,No,Travel_Frequently,Sales,Married,Marketing
No,30,1274,7,1,1,0,0,0,1,1,3,3,3,2,Research Scientist,No,Non-Travel,Research & Development,Divorced,Technical Degree
No,57,4900,1,13,12,9,8,2,0,2,4,3,4,1,Research Scientist,No,Travel_Rarely,Research & Development,Married,Life Sciences
No,49,10466,7,29,8,7,7,0,3,3,3,2,3,2,Healthcare Representative,No,Travel_Rarely,Research & Development,Divorced,Life Sciences
No,34,17007,15,16,14,8,9,6,7,4,3,1,3,2,Research Director,No,Travel_Frequently,Research & Development,Divorced,Medical
Yes,28,2909,1,5,3,2,2,1,3,1,3,3,3,1,Sales Representative,No,Travel_Frequently,Sales,Married,Technical Degree
Yes,29,5765,13,7,5,3,0,0,5,2,3,2,3,0,Sales Executive,No,Travel_Frequently,Sales,Single,Technical Degree
Yes,34,4599,24,16,15,9,10,10,0,2,2,2,4,0,Sales Executive,Yes,Travel_Rarely,Sales,Single,Medical
No,35,2404,7,1,1,0,0,0,1,1,3,3,3,1,Sales Representative,No,Travel_Rarely,Sales,Married,Life Sciences
Yes,24,3172,9,4,0,0,0,0,2,1,3,1,3,0,Laboratory Technician,Yes,Travel_Frequently,Research & Development,Single,Medical
No,24,2033,13,1,1,0,0,0,1,1,3,2,3,1,Sales Representative,No,Non-Travel,Sales,Married,Life Sciences
No,44,10209,2,16,2,2,2,2,5,3,3,3,3,0,Manufacturing Director,Yes,Travel_Frequently,Research & Development,Single,Medical
No,29,8620,19,10,10,7,4,0,1,2,2,3,3,2,Sales Executive,No,Travel_Rarely,Sales,Divorced,Life Sciences
No,30,2064,1,6,5,3,3,1,0,1,3,3,4,1,Human Resources,No,Travel_Rarely,Human Resources,Divorced,Life Sciences
No,55,4035,4,4,3,2,2,1,0,2,3,3,3,0,Healthcare Representative,Yes,Travel_Rarely,Research & Development,Married,Life Sciences
No,33,3838,4,8,5,4,2,0,8,1,2,2,3,0,Laboratory Technician,No,Travel_Rarely,Research & Development,Married,Medical
No,47,4591,14,11,5,4,2,1,3,2,3,3,3,1,Sales Executive,Yes,Travel_Rarely,Sales,Married,Medical
